No Tiket,Nama Service,SID,Produk,Bandwith,Tiket Open,Tiket Close,Stop Clock (Durasi),Durasi (Jam),Durasi (Menit),Penyebab,Action,Kategori Layanan,Unit PLN Pengguna,Jenis Gangguan,Detail Gangguan,Lokasi Gangguan,source_file,penyebab_norm,Lokasi_GI,Lokasi_POP,Lokasi_KM,Lokasi_Risiko,kategori_risiko,bulan
RRV37D3L,[UID SUMUT - UP3 PADANG SIDEMPUAN] ULP SIPIROK,990000020276832,IP VPN,1Mbps,2025-07-01 14:26:00,2025-07-01 14:53:00,0.0,0 days 00:27:00,26.999999993713573,GANGGUAN : GANGGUAN PUTUS KABEL FO DIJARAK  12 KM DARI POP SIDEMPUAN ACTION : PENYAMBUNGAN KABEL FO,GANGGUAN : GANGGUAN PUTUS KABEL FO DIJARAK  12 KM DARI POP SIDEMPUAN ACTION : PENYAMBUNGAN KABEL FO,NON SCADA,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: SIDEMPUAN | KM: 12,202507.xlsx,gangguan gangguan putus kabel fo dijarak 12 km dari pop sidempuan action penyambungan kabel fo,,SIDEMPUAN,12.0,SIDEMPUAN,High,2025-07
RRV37HJ7,[UID SUMUT - UP2D] GH SINAKSAK,1000163290,METRONET,2Mbps,2025-07-01 12:12:00,2025-07-01 15:36:00,0.0,0 days 03:24:00,204.00000000488944,PENYEBAB : GANGGUAN PUTUS CORE DI TITIK LOKASI GANGGUAN PUTUS PADA JARAK 9 KM DARI SISI POP ODC UP3 PEMATANG SIANTAR KE ARAH LASTMILEACTION : MANUVER CORE,PENYEBAB : GANGGUAN PUTUS CORE DI TITIK LOKASI GANGGUAN PUTUS PADA JARAK 9 KM DARI SISI POP ODC UP3 PEMATANG SIANTAR KE ARAH LASTMILEACTION : MANUVER CORE,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: 9,202507.xlsx,penyebab gangguan putus core di titik lokasi gangguan putus pada jarak 9 km dari sisi pop odc up3 pematang siantar ke arah lastmileaction manuver core,,,9.0,,,2025-07
RRV3L23D,[UID SUMUT - UP3 PEMATANG SIANTAR] ULP LIMA PULUH (RUANG BARU),1000117321,IP VPN,1Mbps,2025-07-01 16:54:00,2025-07-01 20:25:00,0.0,0 days 03:31:00,210.9999999962747,GANGGUAN :  GANGGUAN PUTUS KABEL FO DI JARAK 3 KM DARI POP PLN.RANTING.PERDAGANGANACTION :PENYAMBUNGAN KABEL FO,GANGGUAN :  GANGGUAN PUTUS KABEL FO DI JARAK 3 KM DARI POP PLN.RANTING.PERDAGANGANACTION :PENYAMBUNGAN KABEL FO,NON SCADA,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: 3,202507.xlsx,gangguan gangguan putus kabel fo di jarak 3 km dari pop pln ranting perdaganganaction penyambungan kabel fo,,,3.0,,,2025-07
RRV39JSV,[UID SUMUT - UP3 NIAS] ULP TELUK DALAM (FONISASI FO ICON+),1000168297,IP VPN,512Kbps,2025-07-02 16:10:00,2025-07-02 17:24:00,0.0,0 days 01:14:00,74.00000000023283,GANGGUAN: GANGGUAN PATCHCORD DISISI POP GH.GUNUNG.SITOLIACTION:PENGGANTIAN PATCHCORD,GANGGUAN: GANGGUAN PATCHCORD DISISI POP GH.GUNUNG.SITOLIACTION:PENGGANTIAN PATCHCORD,NON SCADA,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PERANGKAT,UNKNOWN,GI: - | POP: - | KM: -,202507.xlsx,gangguan gangguan patchcord disisi pop gh gunung sitoliaction penggantian patchcord,,,,,,2025-07
RRV39JTN,[UID SUMUT - UP3 LUBUK PAKAM] ULP GALANG,990000020276720,IP VPN,1Mbps,2025-07-02 16:06:00,2025-07-02 19:43:00,0.0,0 days 03:37:00,217.0000000053551,GANGGUAN: GANGGUAN PUTUS CORE DIJARAK 15KM DARI ARAH LASTMILE ACTION:PENYAMBUNGAN CORE,GANGGUAN: GANGGUAN PUTUS CORE DIJARAK 15KM DARI ARAH LASTMILE ACTION:PENYAMBUNGAN CORE,NON SCADA,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: 15,202507.xlsx,gangguan gangguan putus core dijarak 15km dari arah lastmile action penyambungan core,,,15.0,,,2025-07
RRV3MWBB,[UIP3BS - UPT MEDAN] GI SELAYANG,1000121367,IP VPN,1Mbps,2025-07-03 08:12:00,2025-07-03 11:23:00,0.0,0 days 03:11:00,191.00000000442373,"GANGGUAN:   GANGGUAN PUTUS KABEL FO DI JARAK 1.3 KM DARI POP GH.SELAYANG, ACTION : PENYAMBUNGAN KABEL FO","GANGGUAN:   GANGGUAN PUTUS KABEL FO DI JARAK 1.3 KM DARI POP GH.SELAYANG, ACTION : PENYAMBUNGAN KABEL FO",NON SCADA,PLN UNIT INDUK P3B SUMATERA,PUTUS_FO,UNKNOWN,GI: - | POP: GH SELAYANG | KM: 1.3,202507.xlsx,gangguan gangguan putus kabel fo di jarak 1 3 km dari pop gh selayang action penyambungan kabel fo,,GH SELAYANG,1.3,GH SELAYANG,High,2025-07
RRVAWXFQ,[UID SUMUT - UP2D] UP2D SUMUT - GH PALSABOLAS SIPIROK (SCADA),1000163259,METRONET,2Mbps,2025-07-03 16:01:00,2025-07-03 18:35:00,0.0,0 days 02:34:00,153.99999999906868,GANGGUAN: GANGGUAN PUTUS CORE DIJARAK 3KM DARI ARAH POP MINISHELTER.P.SIDEMPUANACTION: PENYAMBUNGAN CORE,GANGGUAN: GANGGUAN PUTUS CORE DIJARAK 3KM DARI ARAH POP MINISHELTER.P.SIDEMPUANACTION: PENYAMBUNGAN CORE,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: 3,202507.xlsx,gangguan gangguan putus core dijarak 3km dari arah pop minishelter p sidempuanaction penyambungan core,,,3.0,,,2025-07
RRVARUNX,[UIP3BS - UPT MEDAN] GI PANGKALAN SUSU 275KV (SCADA),990000320363740,IP VPN,1Mbps,2025-07-03 20:45:00,2025-07-03 21:36:00,0.0,0 days 00:51:00,50.999999998603016,GANGGUAN PUTUS CORE DI JARAK 11.7KM DARI POP BRANDAN KE ARAH POP PANGKALAN SUSU PERBAIKAN : PENYAMBUNGAN CORE,GANGGUAN PUTUS CORE DI JARAK 11.7KM DARI POP BRANDAN KE ARAH POP PANGKALAN SUSU PERBAIKAN : PENYAMBUNGAN CORE,SCADA NON REDUNDANT,PLN UNIT INDUK P3B SUMATERA,PUTUS_FO,UNKNOWN,GI: - | POP: BRANDAN | KM: 11.7,202507.xlsx,gangguan putus core di jarak 11 7km dari pop brandan ke arah pop pangkalan susu perbaikan penyambungan core,,BRANDAN,11.7,BRANDAN,High,2025-07
RRVARSEY,[UIP3BS - UPT MEDAN] GI PANGKALAN SUSU 275KV,990000320363741,IP VPN,1Mbps,2025-07-03 20:40:00,2025-07-03 22:26:00,0.0,0 days 01:46:00,105.99999999976716,GANGGUAN : GANGGUAN PUTUS CORE DI JARAK 11.7KM DARI POP PANGKALAN.SUSU. ACTION : PENYAMBUNGAN CORE,GANGGUAN : GANGGUAN PUTUS CORE DI JARAK 11.7KM DARI POP PANGKALAN.SUSU. ACTION : PENYAMBUNGAN CORE,NON SCADA,PLN UNIT INDUK P3B SUMATERA,PUTUS_FO,UNKNOWN,GI: - | POP: PANGKALAN SUSU  | KM: 11.7,202507.xlsx,gangguan gangguan putus core di jarak 11 7km dari pop pangkalan susu action penyambungan core,,PANGKALAN SUSU ,11.7,PANGKALAN SUSU ,Low,2025-07
A0378506,[UID SUMUT - UP3 BINJAI] ULP PANGKALAN SUSU,990000020276729,IP VPN,1Mbps,2025-07-03 20:00:00,2025-07-03 22:41:00,0.0,0 days 02:41:00,161.00000000093132,GANGGUAN PUTUS CORE DIJARAK 11 KM DARI POP P.BRANDAN KE ARAH LASTMILE ACTION : PENYAMBUNGAN CORE .,GANGGUAN PUTUS CORE DIJARAK 11 KM DARI POP P.BRANDAN KE ARAH LASTMILE ACTION : PENYAMBUNGAN CORE .,NON SCADA,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: P BRANDAN | KM: 11,202507.xlsx,gangguan putus core dijarak 11 km dari pop p brandan ke arah lastmile action penyambungan core,,P BRANDAN,11.0,P BRANDAN,Low,2025-07
RRV3MAYR,[PUSDIKLAT] UPDL TUNTUNGAN DELI SERDANG SUMATERA UTARA,990000320278463,IP VPN,10Mbps,2025-07-03 14:58:00,2025-07-04 12:01:00,720.0,0 days 09:03:00,542.9999999993015,"GANGGUAN : GANGGUAN CORE BENDING DIJARAK 5 KM, 8 KM, 11,5 KM, 12,6 KM DARI LASTMILE KE ARAH POP KITSBUACTION : PENYAMBUNGAN CORE","GANGGUAN : GANGGUAN CORE BENDING DIJARAK 5 KM, 8 KM, 11,5 KM, 12,6 KM DARI LASTMILE KE ARAH POP KITSBUACTION : PENYAMBUNGAN CORE",NON SCADA,PLN PUSAT PENDIDIKAN DAN PELATIHAN,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: 5,202507.xlsx,gangguan gangguan core bending dijarak 5 km 8 km 11 5 km 12 6 km dari lastmile ke arah pop kitsbuaction penyambungan core,,,5.0,,,2025-07
RRV3MAYL,[PUSDIKLAT] UPDL TUNTUNGAN,10000019240022,INTERNET CORPORATE,50Mbps,2025-07-03 14:58:00,2025-07-04 12:01:00,720.0,0 days 09:03:00,542.9999999993015,"GANGGUAN : GANGGUAN CORE BENDING DIJARAK 5 KM, 8 KM, 11,5 KM, 12,6 KM DARI LASTMILE KE ARAH POP KITSBUACTION : PENYAMBUNGAN CORE","GANGGUAN : GANGGUAN CORE BENDING DIJARAK 5 KM, 8 KM, 11,5 KM, 12,6 KM DARI LASTMILE KE ARAH POP KITSBUACTION : PENYAMBUNGAN CORE",NON SCADA,PLN PUSAT PENDIDIKAN DAN PELATIHAN,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: 5,202507.xlsx,gangguan gangguan core bending dijarak 5 km 8 km 11 5 km 12 6 km dari lastmile ke arah pop kitsbuaction penyambungan core,,,5.0,,,2025-07
RRVA2UL3,[UIP3BS - UPT MEDAN] GI SELAYANG,1000121367,IP VPN,1Mbps,2025-07-04 12:45:00,2025-07-04 16:25:00,0.0,0 days 03:40:00,220.0000000046566,"GANGGUAN : GANGGUAN PUTUS CORE DI JARAK 9,2 KM DARI POP GH SELAYANG KE ARAH LASTMILEACTION :   PENYAMBUNGAN CORE","GANGGUAN : GANGGUAN PUTUS CORE DI JARAK 9,2 KM DARI POP GH SELAYANG KE ARAH LASTMILEACTION :   PENYAMBUNGAN CORE",NON SCADA,PLN UNIT INDUK P3B SUMATERA,PUTUS_FO,UNKNOWN,GI: - | POP: GH SELAYANG | KM: 9.2,202507.xlsx,gangguan gangguan putus core di jarak 9 2 km dari pop gh selayang ke arah lastmileaction penyambungan core,,GH SELAYANG,9.2,GH SELAYANG,High,2025-07
RRVA4VY8,[UID SUMUT - UP3 BUKIT BARISAN] ULP PANCUR BATU,10000027240015,IP VPN,1Mbps,2025-07-05 14:32:00,2025-07-05 17:46:00,0.0,0 days 03:14:00,193.9999999932479,PENYEBAB :  GANGGUAN PUTUS KABEL FO DIJARAK 9.2 KM DARI POP KITSBU ACTION : PENYAMBUNGAN KABEL FO,PENYEBAB :  GANGGUAN PUTUS KABEL FO DIJARAK 9.2 KM DARI POP KITSBU ACTION : PENYAMBUNGAN KABEL FO,NON SCADA,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: KITSBU | KM: 9.2,202507.xlsx,penyebab gangguan putus kabel fo dijarak 9 2 km dari pop kitsbu action penyambungan kabel fo,,KITSBU,9.2,KITSBU,High,2025-07
A0379008,[UID SUMUT - UP3 RANTAU PRAPAT] ULP KOTA PINANG,1000117334,IP VPN,1Mbps,2025-07-05 19:12:00,2025-07-05 22:32:00,0.0,0 days 03:20:00,199.99999999185093,"PENYEBAB : GANGGUAN PUTUS KABEL FO DIJARAK 6,5 KM DARI SISI POP ODC KOTAPINANG KE ARAH LASTMILETINDAKAN : PENYAMBUNGAN KABEL FO","PENYEBAB : GANGGUAN PUTUS KABEL FO DIJARAK 6,5 KM DARI SISI POP ODC KOTAPINANG KE ARAH LASTMILETINDAKAN : PENYAMBUNGAN KABEL FO",NON SCADA,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: ODC KOTAPINANG | KM: 6.5,202507.xlsx,penyebab gangguan putus kabel fo dijarak 6 5 km dari sisi pop odc kotapinang ke arah lastmiletindakan penyambungan kabel fo,,ODC KOTAPINANG,6.5,ODC KOTAPINANG,Medium,2025-07
RRVAL5SY,[UID SUMUT] UP3 BUKIT BARISAN,1000042306,IP VPN,2Mbps,2025-07-07 09:13:00,2025-07-07 11:04:00,0.0,0 days 01:51:00,110.99999999511056,"GANGUAN PUTUS CORE DIJARAK 1,3 KM DARI LASTMILE KE ARAH POP PENYAMBUNGAN CORE","GANGUAN PUTUS CORE DIJARAK 1,3 KM DARI LASTMILE KE ARAH POP PENYAMBUNGAN CORE",NON SCADA,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: PENYAMBUNGAN CORE | KM: 1.3,202507.xlsx,ganguan putus core dijarak 1 3 km dari lastmile ke arah pop penyambungan core,,PENYAMBUNGAN CORE,1.3,PENYAMBUNGAN CORE,Low,2025-07
RRVAZ5HV,[UID SUMUT - UP3 LUBUK PAKAM] ULP GALANG,990000020276720,IP VPN,1Mbps,2025-07-07 11:12:00,2025-07-07 14:07:00,0.0,0 days 02:55:00,174.99999999417923,"GANGGUAN : GANGGUAN PUTUS KABEL FO JARAK 19,8 KM DARI SISI POP GI GALANG KE ARAH LASTMILE AKIBAT KABEL TERBAKARACTION : PENYAMBUNGAN KABEL FO","GANGGUAN : GANGGUAN PUTUS KABEL FO JARAK 19,8 KM DARI SISI POP GI GALANG KE ARAH LASTMILE AKIBAT KABEL TERBAKARACTION : PENYAMBUNGAN KABEL FO",NON SCADA,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: GALANG | POP: GI GALANG | KM: 19.8,202507.xlsx,gangguan gangguan putus kabel fo jarak 19 8 km dari sisi pop gi galang ke arah lastmile akibat kabel terbakaraction penyambungan kabel fo,GALANG,GI GALANG,19.8,GI GALANG,High,2025-07
RRVAXRSX,[UID SUMUT - UP2D] UP2D SUMUT - GH TELADAN (SCADA),1000362946,METRONET,2Mbps,2025-07-07 13:58:00,2025-07-07 17:27:00,0.0,0 days 03:29:00,209.00000000023283,"GANGGUAN : GANGGUAN DI JARAK 4,2 KM DARI POP MEDAN SELATAN KE ARAH LASTMILE.ACTION : PENYAMBUNGAN KABEL FO","GANGGUAN : GANGGUAN DI JARAK 4,2 KM DARI POP MEDAN SELATAN KE ARAH LASTMILE.ACTION : PENYAMBUNGAN KABEL FO",SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: MEDAN SELATAN | KM: 4.2,202507.xlsx,gangguan gangguan di jarak 4 2 km dari pop medan selatan ke arah lastmile action penyambungan kabel fo,,MEDAN SELATAN,4.2,MEDAN SELATAN,Medium,2025-07
RRVAVJSH,[UID SUMUT - UP2D] UP2D SUMUT - GI LABUHAN ANGIN (SCADA),1000162976,METRONET,2Mbps,2025-07-08 09:04:00,2025-07-08 16:39:00,267.0000000006985,0 days 03:08:00,187.9999999946449,GANGGUAN : GANGGUAN PUTUS KABEL FO DIJARAK  9 KM DARI POP MS CABANG SIBOLGAPERBAIKAN : PENYAMBUNGAN KABEL,GANGGUAN : GANGGUAN PUTUS KABEL FO DIJARAK  9 KM DARI POP MS CABANG SIBOLGAPERBAIKAN : PENYAMBUNGAN KABEL,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: 9,202507.xlsx,gangguan gangguan putus kabel fo dijarak 9 km dari pop ms cabang sibolgaperbaikan penyambungan kabel,,,9.0,,,2025-07
RRVAVSHE,[UIP3BS - UPT PADANG SIDEMPUAN] GI LABUHAN ANGIN (SCADA),990000320272581,IP VPN,1Mbps,2025-07-08 09:04:00,2025-07-08 16:39:00,267.0000000006985,0 days 03:08:00,187.9999999946449,GANGGUAN PUTUS KABEL FO DIJARAK  9 KM DARI POP MS CABANG SIBOLGA ACTION : PENYAMBUNGAN KABEL FO,GANGGUAN PUTUS KABEL FO DIJARAK  9 KM DARI POP MS CABANG SIBOLGA ACTION : PENYAMBUNGAN KABEL FO,SCADA NON REDUNDANT,PLN UNIT INDUK P3B SUMATERA,PUTUS_FO,UNKNOWN,GI: - | POP: MS CABANG SIBOLGA | KM: 9,202507.xlsx,gangguan putus kabel fo dijarak 9 km dari pop ms cabang sibolga action penyambungan kabel fo,,MS CABANG SIBOLGA,9.0,MS CABANG SIBOLGA,High,2025-07
RRVAVSRX,[UIP3BS - UPT PADANG SIDEMPUAN] GI LABUHAN ANGIN,990000320307855,IP VPN,2Mbps,2025-07-08 09:04:00,2025-07-08 16:39:00,267.0000000006985,0 days 03:08:00,187.9999999946449,PENYEBAB : GANGGUAN PUTUS KABEL FO DI JARAK 9 KM DARI ARAH POP QOLBUN SALIM KE ARAH LASTMILEACTION: PENYAMBUNGAN KABEL FO,PENYEBAB : GANGGUAN PUTUS KABEL FO DI JARAK 9 KM DARI ARAH POP QOLBUN SALIM KE ARAH LASTMILEACTION: PENYAMBUNGAN KABEL FO,NON SCADA,PLN UNIT INDUK P3B SUMATERA,PUTUS_FO,UNKNOWN,GI: - | POP: QOLBUN SALIM | KM: 9,202507.xlsx,penyebab gangguan putus kabel fo di jarak 9 km dari arah pop qolbun salim ke arah lastmileaction penyambungan kabel fo,,QOLBUN SALIM,9.0,QOLBUN SALIM,Medium,2025-07
RRVSTE4A,[UIP SUMBAGUT] UPP SUMBAGUT 3,990000320446575,INTERNET CORPORATE,50Mbps,2025-07-09 11:08:00,2025-07-09 12:29:00,0.0,0 days 01:21:00,81.00000000209548,GANGGUAN PATCH CORD DISISI POP MEDAN BARUACTION : PENGGANTIAN PATCH CORD,GANGGUAN PATCH CORD DISISI POP MEDAN BARUACTION : PENGGANTIAN PATCH CORD,NON SCADA,PLN UIP SUMATERA BAGIAN UTARA,PERANGKAT,UNKNOWN,GI: - | POP: - | KM: -,202507.xlsx,gangguan patch cord disisi pop medan baruaction penggantian patch cord,,,,,,2025-07
RRVS52Q3,[UID SUMUT - UP3 MEDAN UTARA] ULP BELAWAN,10000027240010,IP VPN,5Mbps,2025-07-10 15:17:00,2025-07-10 18:23:00,0.0,0 days 03:06:00,185.99999999860304,"GANGGUAN PUTUS KABEL FO DI JARAK 3,1 KM KE ARAH LASTMILEACTION : PENYAMBUNGAN KABEL FO","GANGGUAN PUTUS KABEL FO DI JARAK 3,1 KM KE ARAH LASTMILEACTION : PENYAMBUNGAN KABEL FO",NON SCADA,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: 3.1,202507.xlsx,gangguan putus kabel fo di jarak 3 1 km ke arah lastmileaction penyambungan kabel fo,,,3.1,,,2025-07
A0385991,[UID SUMUT - UP3 PEMATANG SIANTAR] ULP PARAPAT,990000020276916,IP VPN,1Mbps,2025-07-10 16:05:00,2025-07-10 19:36:00,0.0,0 days 03:31:00,210.9999999962747,PENYEBAB: GANGGUAN PUTUS KABEL FO DI TITIK 32 KM DARI POP PORSEA KEARAH LASTMILEACTION: PENYAMBUNGAN KABEL FO,PENYEBAB: GANGGUAN PUTUS KABEL FO DI TITIK 32 KM DARI POP PORSEA KEARAH LASTMILEACTION: PENYAMBUNGAN KABEL FO,NON SCADA,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: PORSEA | KM: 32,202507.xlsx,penyebab gangguan putus kabel fo di titik 32 km dari pop porsea kearah lastmileaction penyambungan kabel fo,,PORSEA,32.0,PORSEA,High,2025-07
A0386003,[UID SUMUT - UP3 PEMATANG SIANTAR] WISMA RETTA,4000344167,INTERNET CORPORATE,50Mbps,2025-07-10 16:05:00,2025-07-10 19:36:00,0.0,0 days 03:31:00,210.9999999962747,PENYEBAB: GANGGUAN PUTUS KABEL FO DI TITIK 32 KM DARI POP PORSEA KEARAH LASTMILEACTION: PENYAMBUNGAN KABEL FO,PENYEBAB: GANGGUAN PUTUS KABEL FO DI TITIK 32 KM DARI POP PORSEA KEARAH LASTMILEACTION: PENYAMBUNGAN KABEL FO,NON SCADA,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: PORSEA | KM: 32,202507.xlsx,penyebab gangguan putus kabel fo di titik 32 km dari pop porsea kearah lastmileaction penyambungan kabel fo,,PORSEA,32.0,PORSEA,High,2025-07
RRVSA9YM,[PUSDIKLAT] UPDL TUNTUNGAN,10000019240022,INTERNET CORPORATE,50Mbps,2025-07-10 15:53:00,2025-07-11 08:54:00,720.0,0 days 05:01:00,300.9999999962747,"GANGGUAN :  GANGGUAN PUTUS  CORE DIJARAK  7,7 KM DARI LASTMILE ACTION :  PENYAMBUNGAN CORE","GANGGUAN :  GANGGUAN PUTUS  CORE DIJARAK  7,7 KM DARI LASTMILE ACTION :  PENYAMBUNGAN CORE",NON SCADA,PLN PUSAT PENDIDIKAN DAN PELATIHAN,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: 7.7,202507.xlsx,gangguan gangguan putus core dijarak 7 7 km dari lastmile action penyambungan core,,,7.7,,,2025-07
RRVSA92Y,[PUSDIKLAT] UPDL TUNTUNGAN DELI SERDANG SUMATERA UTARA,990000320278463,IP VPN,10Mbps,2025-07-10 15:53:00,2025-07-11 08:54:00,720.0,0 days 05:01:00,300.9999999962747,"GANGGUAN :  GANGGUAN PUTUS  CORE DIJARAK  7,7 KM DARI LASTMILE ACTION :  PENYAMBUNGAN CORE","GANGGUAN :  GANGGUAN PUTUS  CORE DIJARAK  7,7 KM DARI LASTMILE ACTION :  PENYAMBUNGAN CORE",NON SCADA,PLN PUSAT PENDIDIKAN DAN PELATIHAN,PUTUS_FO,UNKNOWN,GI: - | POP: - | KM: 7.7,202507.xlsx,gangguan gangguan putus core dijarak 7 7 km dari lastmile action penyambungan core,,,7.7,,,2025-07
RRV4RB8H,[UID SUMUT - UP2D] UP2D SUMUT - GH BINJAI TIMUR (SCADA),1000162998,METRONET,2Mbps,2025-07-14 08:54:00,2025-07-14 10:19:00,0.0,0 days 01:25:00,84.99999999417923,PENYEBAB :GANGGUAN PATCHORD DI POP 1LBP002 ACTION : PERBAIKAN   PATCHORD,PENYEBAB :GANGGUAN PATCHORD DI POP 1LBP002 ACTION : PERBAIKAN   PATCHORD,SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,UNKNOWN,UNKNOWN,GI: - | POP: - | KM: -,202507.xlsx,penyebab gangguan patchord di pop 1lbp002 action perbaikan patchord,,,,,,2025-07
RRV4RCPD,[UID SUMUT - UP2D] UP2D SUMUT - GH HUTAIMBARU G TUA (SCADA),1000163249,METRONET,2Mbps,2025-07-14 08:47:00,2025-07-14 11:21:00,0.0,0 days 02:34:00,153.99999999906868,"GANGGUAN : GANGGUAN PUTUS CORE DIJARAK 1,6 KM DARI LASTMILE KEARAH POP GUNUNG TUA, ACTION : PENYAMBUNGAN CORE","GANGGUAN : GANGGUAN PUTUS CORE DIJARAK 1,6 KM DARI LASTMILE KEARAH POP GUNUNG TUA, ACTION : PENYAMBUNGAN CORE",SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: GUNUNG TUA | KM: 1.6,202507.xlsx,gangguan gangguan putus core dijarak 1 6 km dari lastmile kearah pop gunung tua action penyambungan core,,GUNUNG TUA,1.6,GUNUNG TUA,Low,2025-07
RRV4RXFM,[UID SUMUT - UP2D] UP2D SUMUT - GH KIM 1 (SCADA),1000162999,METRONET,2Mbps,2025-07-14 08:45:00,2025-07-14 11:43:00,0.0,0 days 02:58:00,177.99999999348074,"GANGGUAN : GANGGUAN PUTUS CORE DIJARAK 2KM PADA JOINBOX MDNJ 844 DARI POP GI.PAYAPASIR,ACTION : PENYAMBUNGAN CORE","GANGGUAN : GANGGUAN PUTUS CORE DIJARAK 2KM PADA JOINBOX MDNJ 844 DARI POP GI.PAYAPASIR,ACTION : PENYAMBUNGAN CORE",SCADA NON REDUNDANT,PLN UNIT INDUK DISTRIBUSI SUMATERA UTARA,PUTUS_FO,UNKNOWN,GI: - | POP: GI PAYAPASIR | KM: 2,202507.xlsx,gangguan gangguan putus core dijarak 2km pada joinbox mdnj 844 dari pop gi payapasir action penyambungan core,,GI PAYAPASIR,2.0,GI PAYAPASIR,High,2025-07
RRV4YT2Q,[UIP3BS - UPT PEMATANG SIANTAR] GI SARULLA,1000008109,IP VPN,2Mbps,2025-07-14 12:33:00,2025-07-14 15:51:00,0.0,0 days 03:18:00,197.99999999580905,PENYEBAB :GANGGUAN PUTUS KABEL FO  DI JARAK 18  KM DARI POP TARUTUNG KE ARAH LASTMILE.  ACTION : PENYAMBUNGAN KABEL FO,PENYEBAB :GANGGUAN PUTUS KABEL FO  DI JARAK 18  KM DARI POP TARUTUNG KE ARAH LASTMILE.  ACTION : PENYAMBUNGAN KABEL FO,NON SCADA,PLN UNIT INDUK P3B SUMATERA,PUTUS_FO,UNKNOWN,GI: - | POP: TARUTUNG | KM: 18,202507.xlsx,penyebab gangguan putus kabel fo di jarak 18 km dari pop tarutung ke arah lastmile action penyambungan kabel fo,,TARUTUNG,18.0,TARUTUNG,High,2025-07
RRV4TVJP,[UIP3BS - UPT PEMATANG SIANTAR] GITET SARULLA 275KV (SCADA),990000320516128,IP VPN,1Mbps,2025-07-14 12:33:00,2025-07-14 15:51:00,0.0,0 days 03:18:00,197.99999999580905,PENYEBAB: GANGGUAN PUTUS KABEL FO DIJARAK 18 KM DARI POP TARUTUNG KEARAH LASTMILEACTION: PENYAMBUNGAN KABEL FO,PENYEBAB: GANGGUAN PUTUS KABEL FO DIJARAK 18 KM DARI POP TARUTUNG KEARAH LASTMILEACTION: PENYAMBUNGAN KABEL FO,SCADA NON REDUNDANT,PLN UNIT INDUK P3B SUMATERA,PUTUS_FO,UNKNOWN,GI: - | POP: TARUTUNG | KM: 18,202507.xlsx,penyebab gangguan putus kabel fo dijarak 18 km dari pop tarutung kearah lastmileaction penyambungan kabel fo,,TARUTUNG,18.0,TARUTUNG,High,2025-07
